7.42387E-06,7.13031E-06,5.77564E-06,4.64546E-07
2.64713E-06,4.10456E-06,2.86039E-06,2.2867E-07
1.14014E-07,1.7179E-06,5.1695E-08,1.35989E-09
2.81376E-06,7.73963E-07,0,0
7.46804E-06,8.41314E-07,0,0
1.04611E-05,1.29848E-06,1.8688E-06,1.64609E-08
1.14029E-05,1.40749E-06,5.81305E-06,1.66033E-08
1.21348E-05,2.52923E-07,8.63856E-06,0
1.3349E-05,0,8.6186E-06,0
1.30529E-05,0,6.43411E-06,0
8.99383E-06,5.05724E-06,2.92863E-06,3.63272E-08
3.11218E-06,1.28377E-05,1.37129E-07,5.69978E-08
0,1.44063E-05,6.40158E-07,0
0,8.0204E-06,4.39064E-06,0
1.51243E-06,1.36141E-06,7.12128E-06,0
2.10888E-06,9.97454E-07,5.37167E-06,5.74219E-07
1.17797E-06,4.16476E-06,1.52354E-06,1.20587E-06
0,5.21594E-06,0,1.14275E-06
0,2.7769E-06,5.70478E-07,4.47345E-07
2.56197E-07,0,1.23652E-06,2.89135E-10
8.87162E-06,0,0,3.87061E-07
1.60542E-05,0,0,9.9481E-07
1.34857E-05,1.87097E-07,2.83434E-06,1.00468E-06
4.36475E-06,8.78492E-08,8.85835E-06,4.38963E-07
1.2561E-07,7.01217E-08,1.21581E-05,0
5.74017E-06,4.0382E-07,1.02531E-05,0
1.2489E-05,7.46059E-07,6.8866E-06,0
1.18159E-05,7.42232E-07,5.83811E-06,1.15672E-07
5.74329E-06,3.7189E-07,6.73366E-06,1.74194E-07
6.18498E-07,0,7.52426E-06,1.11831E-07
0,0,7.49999E-06,0
1.23387E-07,9.4542E-08,7.6736E-06,6.24341E-09
1.39927E-06,2.21029E-06,8.81058E-06,2.50678E-07
2.18806E-06,4.18272E-06,1.1047E-05,5.3113E-07
1.87623E-06,4.36964E-06,1.43886E-05,6.2048E-07
7.90699E-07,3.22002E-06,1.81494E-05,4.83257E-07
0,2.59316E-06,2.12858E-05,2.14718E-07
0,3.30695E-06,2.34615E-05,0
3.48733E-08,4.28845E-06,2.60709E-05,0
3.30983E-07,4.47491E-06,3.04106E-05,3.97126E-07
