0,4.7555E-08,2.80572E-06,0
0,9.9274E-08,5.84616E-06,0
1.24912E-07,5.81481E-08,6.56657E-06,2.53575E-09
3.89423E-06,0,3.89951E-06,2.87229E-07
6.76328E-06,1.11839E-07,7.58787E-07,6.58001E-07
6.4062E-06,1.4227E-06,1.15057E-07,9.79458E-07
3.41304E-06,3.661E-06,2.04647E-06,1.12639E-06
7.87019E-07,5.96024E-06,4.47773E-06,9.53E-07
3.68574E-07,7.61081E-06,6.0241E-06,4.65687E-07
3.58764E-07,8.92298E-06,7.72921E-06,5.27148E-08
0,1.00896E-05,1.059E-05,5.02375E-08
0,1.04891E-05,1.32694E-05,2.86905E-07
1.80483E-06,9.15689E-06,1.33093E-05,3.28743E-07
9.99511E-06,6.13864E-06,1.02472E-05,7.83294E-08
1.52429E-05,3.00568E-06,6.66608E-06,0
1.16521E-05,1.12612E-06,4.81616E-06,3.66681E-07
3.63078E-06,3.09525E-07,4.1822E-06,8.66107E-07
0,0,3.3541E-06,8.89833E-07
0,0,1.80842E-06,4.0965E-07
1.04122E-07,7.00968E-08,0,0
1.35412E-07,1.47919E-06,0,5.02604E-08
0,2.71417E-06,0,2.77175E-07
1.05298E-06,2.49896E-06,2.72241E-06,2.58396E-07
3.12764E-06,1.09112E-06,7.60385E-06,4.74081E-08
3.82708E-06,0,9.3556E-06,3.46849E-08
2.21312E-06,0,5.99665E-06,3.96549E-07
2.81129E-07,0,8.55421E-07,8.53345E-07
0,4.34594E-07,0,1.11394E-06
2.86284E-07,6.08684E-07,0,1.08354E-06
0,6.38122E-08,2.82618E-06,7.44433E-07
0,0,1.07854E-05,2.58378E-07
2.52266E-07,1.14821E-07,1.61893E-05,1.36918E-10
7.09708E-06,3.19389E-06,1.50233E-05,1.92162E-07
1.28747E-05,6.31112E-06,9.63043E-06,5.2097E-07
1.11843E-05,6.96839E-06,3.51463E-06,6.12376E-07
4.11685E-06,5.44309E-06,6.03886E-07,4.93314E-07
