380,0,0,0
384,0,0,0
388,0,0,0
392,0.000607,0.000544,0.0138
396,0.00125,0.00115,0.0285
400,0.00241,0.00227,0.0566
404,0.00424,0.0041,0.106
408,0.00701,0.00694,0.183
412,0.0105,0.0109,0.289
416,0.0144,0.0159,0.414
420,0.0184,0.0217,0.544
424,0.022,0.0279,0.65
428,0.026,0.0352,0.753
432,0.0305,0.0442,0.845
436,0.0354,0.0545,0.924
440,0.0403,0.0648,0.991
444,0.044,0.0737,0.996
448,0.0478,0.0826,0.976
452,0.0519,0.0913,0.921
456,0.0568,0.101,0.842
460,0.0647,0.116,0.787
464,0.0771,0.138,0.75
468,0.0919,0.163,0.69
472,0.107,0.188,0.597
476,0.123,0.211,0.49
480,0.14,0.236,0.39
484,0.159,0.262,0.309
488,0.179,0.288,0.24
492,0.206,0.323,0.189
496,0.243,0.37,0.152
500,0.289,0.428,0.123
504,0.344,0.497,0.0954
508,0.409,0.575,0.0708
512,0.48,0.657,0.0528
516,0.555,0.74,0.0398
520,0.629,0.817,0.0292
524,0.691,0.874,0.0211
528,0.746,0.918,0.015
532,0.793,0.95,0.0106
536,0.837,0.975,0.00739
540,0.881,0.995,0.00509
544,0.913,0.999,0.00349
548,0.932,0.986,0.00238
552,0.95,0.97,0.00161
556,0.97,0.95,0.00109
560,0.981,0.918,0.00074
564,0.992,0.883,0.000502
568,0.999,0.839,0.000341
572,0.999,0.786,0.000233
576,0.988,0.723,0.000159
580,0.969,0.653,0.000109
584,0.959,0.588,7.56e-05
588,0.941,0.525,5.25e-05
592,0.912,0.46,3.67e-05
596,0.876,0.395,2.59e-05
600,0.834,0.334,1.83e-05
604,0.788,0.278,1.31e-05
608,0.734,0.228,9.44e-06
612,0.676,0.184,6.85e-06
616,0.615,0.148,0
620,0.554,0.117,0
624,0.495,0.0911,0
628,0.432,0.0707,0
632,0.37,0.0544,0
636,0.315,0.0416,0
640,0.266,0.0314,0
644,0.223,0.0234,0
648,0.184,0.0177,0
652,0.148,0.0134,0
656,0.118,0.00993,0
660,0.093,0.0073,0
664,0.0729,0.00536,0
668,0.0567,0.00398,0
672,0.0438,0.00297,0
676,0.0335,0.00221,0
680,0.0254,0.00164,0
684,0.0191,0.00121,0
688,0.0141,0.000888,0
692,0.0105,0.000655,0
696,0.00788,0.000489,0
700,0.0059,0.000365,0
704,0.00441,0.000273,0
708,0.00327,0.000203,0
712,0.00241,0.00015,0
716,0.00178,0.000112,0
720,0.00133,8.42e-05,0
724,0.000988,6.33e-05,0
728,0.000738,4.78e-05,0
732,0.000554,3.62e-05,0
736,0.000415,2.75e-05,0
740,0.000311,2.09e-05,0
744,0.000235,1.61e-05,0
748,0.000178,1.23e-05,0
752,0.000135,9.49e-06,0
756,0.000102,7.34e-06,0
760,7.8e-05,5.69e-06,0
764,5.95e-05,4.41e-06,0
768,4.56e-05,3.43e-06,0
772,3.49e-05,2.67e-06,0
776,2.68e-05,2.08e-06,0
780,2.07e-05,1.63e-06,0
784,1.6e-05,1.29e-06,0
788,1.24e-05,1.01e-06,0
792,9.64e-06,7.99e-07,0
796,7.49e-06,6.32e-07,0
800,5.85e-06,5.03e-07,0
804,4.58e-06,4.02e-07,0
808,3.58e-06,3.21e-07,0
812,2.81e-06,2.56e-07,0
816,2.21e-06,2.05e-07,0
820,1.75e-06,1.65e-07,0
824,1.38e-06,1.33e-07,0
828,1.09e-06,1.06e-07,0
