0,0.000067952,0.000067952,0.000067952
1,0.000058836,0.000067952,0.000067952
2,0.000055175,0.000067952,0.000067952
3,0.000056278,0.000067952,0.000067952
4,0.000052487,0.000067952,0.000067952
5,0.000057547,0.000067952,0.000067952
6,0.000063181,0.000067952,0.000067952
7,0.000056988,0.000053406,0.000067952
8,0.000051472,0.00020415,0.000067952
9,0.000056246,0.00045935,0.00008194
10,0.00039035,0.0018609,0.00043793
11,0.00048002,0.0036459,0.00058931
12,0.0013538,0.0063805,0.0014792
13,0.0021557,0.014601,0.0017911
14,0.0038805,0.018095,0.0033988
15,0.005127,0.030141,0.0038775
16,0.0080831,0.041364,0.0060491
24,0.0699,0.17,0.025
32,0.152,0.58,0.109
40,0.267956552,1.029134374,0.187019317
48,0.405359248,1.635587068,0.291105234
